Month,Polarity,Month_num,Trend
2023-01,0.625,0,0.19893939393939397
2023-02,0.0,1,0.21565656565656569
2023-03,0.5,2,0.23237373737373743
2023-04,0.0,3,0.24909090909090914
2023-05,0.0,4,0.2658080808080809
2023-06,0.0,5,0.2825252525252526
2023-07,0.0,6,0.2992424242424243
2023-08,0.4166666666666667,7,0.31595959595959605
2023-09,1.0,8,0.3326767676767678
2023-10,0.2,9,0.3493939393939395
